iter	RMSE
0	0.1219399861
1	0.1125451701
2	0.1042566862
3	0.09664374019
4	0.08989175527
5	0.08403797512
6	0.07861550203
7	0.07398122272
8	0.06965037893
9	0.06580041505
10	0.06274521473
11	0.05972047192
12	0.057110318
13	0.05485420444
14	0.05277104739
15	0.05088327677
16	0.04930645978
17	0.0479405032
18	0.0467033821
19	0.04571895078
20	0.04467421831
21	0.04391322014
22	0.04312056382
23	0.04231745718
24	0.04164113217
25	0.04105750815
26	0.04063635856
27	0.0401703971
28	0.03975387229
29	0.03938573371
30	0.03904464663
31	0.03874235238
32	0.03843474202
33	0.03818252771
34	0.03796061345
35	0.03770349605
36	0.03755242574
37	0.03740355901
38	0.03706062651
39	0.03683185762
40	0.03668703003
41	0.03658738039
42	0.03640083231
43	0.03627796167
44	0.03599450149
45	0.03587391318
46	0.03580365804
47	0.03564731594
48	0.03541924729
49	0.03521875926
50	0.03512754425
51	0.03505203815
52	0.03497249661
53	0.03490476202
54	0.03479985566
55	0.03461646751
56	0.03446510013
57	0.03427214228
58	0.03419627011
59	0.03414847638
60	0.03403181283
61	0.03395120703
62	0.03390059415
63	0.03383314507
64	0.03376863388
65	0.03368313401
66	0.03360578777
67	0.03346894815
68	0.03331575099
69	0.03327341291
70	0.03323517583
71	0.03318227362
72	0.0329976536
73	0.03296234469
74	0.03288493177
75	0.03276148715
76	0.0327161886
77	0.03267800431
78	0.03262421889
79	0.03257707535
80	0.03251004467
81	0.03246466174
82	0.03240543527
83	0.03237470238
84	0.03232524331
85	0.03227915504
86	0.03225142502
87	0.03218498813
88	0.03211038068
89	0.03205672404
90	0.03198195348
91	0.03193570106
92	0.03188970811
93	0.03185059528
94	0.0317641704
95	0.03173590013
96	0.03165769513
97	0.03157809426
98	0.03147362608
99	0.03142397794
100	0.03139231231
101	0.03134077028
102	0.03132219397
103	0.03129197668
104	0.03120399758
105	0.03116533957
106	0.0311153713
107	0.03103520856
108	0.03101512929
109	0.03094249847
110	0.03092166583
111	0.03090079953
112	0.03085933708
113	0.03083890923
114	0.03081644567
115	0.03076375258
116	0.03074009413
117	0.0306764517
118	0.03065796171
119	0.03060641441
120	0.03059323711
121	0.03058548797
122	0.03057066152
123	0.03051012785
124	0.03049371264
125	0.03047568131
126	0.03032896376
127	0.03012031974
128	0.03007388557
129	0.02990327171
130	0.02985458705
131	0.02980412763
132	0.02977006909
133	0.02974320286
134	0.0297212024
135	0.0296969481
136	0.02966553505
137	0.02962825814
138	0.02957235342
139	0.02955243527
140	0.02950093048
141	0.02943926688
142	0.02942830816
143	0.02941578413
144	0.02938932521
145	0.02936993112
146	0.02935629264
147	0.02934134646
148	0.02933388648
149	0.02924525456
150	0.02921202135
151	0.02918878618
152	0.02915876357
153	0.02914131299
154	0.02912741139
155	0.02910640316
156	0.02909753565
157	0.02906523119
158	0.02902881296
159	0.028862092
160	0.02880745762
161	0.02878366904
162	0.02877995317
163	0.02872081467
164	0.02869825892
165	0.02868359321
166	0.02866874703
167	0.02859761351
168	0.02858845231
169	0.02856886846
170	0.02850573665
171	0.02848669846
172	0.02846398042
173	0.02843903946
174	0.02831273821
175	0.02830654106
176	0.0282963461
177	0.02828225225
178	0.0282414767
179	0.0282276502
180	0.02821478363
181	0.02820404952
182	0.02818942869
183	0.02816345616
184	0.02815403627
185	0.02811843666
186	0.02799913445
187	0.02799125869
188	0.02797801655
189	0.02795312789
190	0.02790218601
191	0.02788115772
192	0.02781876878
193	0.02776333063
194	0.02774923611
195	0.02774371248
196	0.02771564742
197	0.02760131918
198	0.02756615312
199	0.02752173819
200	0.02750638611
201	0.02747698076
202	0.02746900644
203	0.02745354258
204	0.0274331606
205	0.02740552042
206	0.02738997545
207	0.02735718233
208	0.02732919312
209	0.02729321212
210	0.02724229934
211	0.0272245483
212	0.02719872707
213	0.02719242295
214	0.02711152082
215	0.02709506087
216	0.02709089068
217	0.02704693699
218	0.02703261061
219	0.02702405457
220	0.02698898666
221	0.02693343114
222	0.02691607007
223	0.02691076548
224	0.02689240631
225	0.02689085831
226	0.02684296156
227	0.02683698552
228	0.02683038796
229	0.02679864441
230	0.02679529382
231	0.02676762383
232	0.02674583126
233	0.02674295617
234	0.02670489788
235	0.02668876213
236	0.02667193386
237	0.0266639058
238	0.02665468464
239	0.02665241787
240	0.0266312976
241	0.02661898626
242	0.02661499405
243	0.02661091738
244	0.02659113178
245	0.02658167395
246	0.02656205222
247	0.02655802967
248	0.02648691299
249	0.02647641381
250	0.02642918575
251	0.02642652955
252	0.02641997548
253	0.0263937189
254	0.02637318015
255	0.02635870707
256	0.02630106401
257	0.02629487157
258	0.02628971935
259	0.02626569058
260	0.0262496186
261	0.02624267601
262	0.0262359878
263	0.02622677796
264	0.02620588866
265	0.02619685753
266	0.02615711683
267	0.02615514507
268	0.02613836639
269	0.02613397397
270	0.02607971132
271	0.02604993503
272	0.02603909038
273	0.02601830028
274	0.02601032468
275	0.02596466279
276	0.02594663865
277	0.02592619416
278	0.02591495967
279	0.02590341187
280	0.02585447011
281	0.02584748533
282	0.02583681162
283	0.02582972074
284	0.02582478722
285	0.02581240714
286	0.02576489114
287	0.02574530824
288	0.02573415643
289	0.02572195552
290	0.02570742123
291	0.02569274361
292	0.02568485462
293	0.02566837389
294	0.02566315922
295	0.02564232648
296	0.0255675219
297	0.02555624077
298	0.02555326742
299	0.02554689695
300	0.02553247018
301	0.02552685865
302	0.02551647083
303	0.02550377257
304	0.02548138997
305	0.02546383196
306	0.02545180671
307	0.02544018729
308	0.02543341696
309	0.02542843797
310	0.02539271581
311	0.02535052678
312	0.02533976333
313	0.02533201891
314	0.02531650119
315	0.02530732033
316	0.02530378642
317	0.02529602118
318	0.02528615085
319	0.02528309125
320	0.02527032478
321	0.02524916574
322	0.02523913846
323	0.02522363241
324	0.02521654063
325	0.02517142313
326	0.02516931722
327	0.02514982486
328	0.02513015623
329	0.02512425308
330	0.0251143635
331	0.02508844481
332	0.02508189587
333	0.02505765002
334	0.02505633172
335	0.02503108267
336	0.02502863474
337	0.02499117262
338	0.02495508949
339	0.024946097
340	0.02493435462
341	0.02492448808
342	0.02491118947
343	0.02490959687
344	0.02490448219
345	0.02489646957
346	0.02488681827
347	0.02486402988
348	0.02484759124
349	0.0248363769
350	0.02483547172
351	0.02482966161
352	0.02482712946
353	0.02478401213
354	0.02477468398
355	0.02475346522
356	0.02473014064
357	0.02472110533
358	0.02471969107
359	0.02470841533
360	0.02469862696
361	0.02469168676
362	0.02468425577
363	0.02468280591
364	0.02468100882
365	0.02464617072
366	0.02463161458
367	0.02461834353
368	0.02460684781
369	0.02456933351
370	0.02455731786
371	0.02454786879
372	0.02454322875
373	0.02454129346
374	0.02453790073
375	0.02453067023
376	0.02451268075
377	0.02450770019
378	0.02448279681
379	0.02448003071
380	0.02446281599
381	0.02446050829
382	0.02444223273
383	0.02443294661
384	0.02441934421
385	0.02441601577
386	0.0244107988
387	0.02440571504
388	0.02440473519
389	0.02440261054
390	0.02440140137
391	0.02438443168
392	0.0243746138
393	0.02435044663
394	0.02433951825
395	0.02432914889
396	0.0243130251
397	0.02430770215
398	0.02430232929
399	0.02428294651
