TIME,zhexi_in,xiaoxi_out,lengshuijiang_add,xinhua_add,zhexi_add
2016/7/1 0:00,1447.4070000000002,284.22,0,0,1
2016/7/1 1:00,1358.9029999999998,264.57,0,0,0
2016/7/1 2:00,1373.496,240.78,0,0,0
2016/7/1 3:00,1283.11,223.7,0,0,0
2016/7/1 4:00,1190.975,222.29,0,0,0
2016/7/1 5:00,1252.25,222.57,0,0,0
2016/7/1 6:00,966.582,223.07,0,0,0
2016/7/1 7:00,858.625,222.59,0,0,2
2016/7/1 8:00,926.543,209.29,0,0,0
2016/7/1 9:00,835.307,222.34,0,0,1
2016/7/1 10:00,855.961,208.99,0,0,2
2016/7/1 11:00,720.704,222.18,0,0,0
2016/7/1 12:00,715.7180000000001,222.61,0,0,0
2016/7/1 13:00,994.053,222.65,0,0,0
2016/7/1 14:00,663.949,222.45,0,0,0
2016/7/1 15:00,685.707,209.1,0,0,0
2016/7/1 16:00,527.4069999999999,223.31,0,0,0
2016/7/1 17:00,575.712,223.84,0,0,0
2016/7/1 18:00,499.48699999999997,209.04,0,0,0
2016/7/1 19:00,440.561,224.9,0,0,1
2016/7/1 20:00,584.494,224.49,0,0,0
2016/7/1 21:00,558.222,223.78,0,0,0
2016/7/1 22:00,595.189,224.39,0,0,0
2016/7/1 23:00,456.244,208.93,0,0,0
2016/7/2 0:00,523.029,209.09,0,0,4
2016/7/2 1:00,399.361,280.17,1,0,1
2016/7/2 2:00,368.561,284.98,2,3,27
2016/7/2 3:00,422.977,284.83,4,2,10
2016/7/2 4:00,440.12300000000005,285.77,0,0,1
2016/7/2 5:00,502.718,286.26,0,0,0
2016/7/2 6:00,479.13599999999997,286.33,0,0,0
2016/7/2 7:00,509.731,287.53,0,0,0
2016/7/2 8:00,636.562,267.08,0,0,0
2016/7/2 9:00,610.516,287.98,0,0,0
2016/7/2 10:00,431.593,287.72,0,0,0
2016/7/2 11:00,542.124,285.52,0,2,0
2016/7/2 12:00,441.287,319.55,16,0,0
2016/7/2 13:00,652.97,509.79,0,0,0
2016/7/2 14:00,442.38199999999995,487.46,4,6,0
2016/7/2 15:00,496.158,492.13,4,10,0
2016/7/2 16:00,605.929,492.2,16,6,0
2016/7/2 17:00,552.414,491.35,18,0,0
2016/7/2 18:00,507.69699999999995,397.32,2,0,0
2016/7/2 19:00,277.92400000000004,388.48,0,2,1
2016/7/2 20:00,422.629,490.99,5,4,0
2016/7/2 21:00,452.30400000000003,614.7,0,0,3
2016/7/2 22:00,649.194,413.14,0,2,0
2016/7/2 23:00,582.303,288.04,4,22,0
2016/7/3 0:00,899.012,403.63,4,12,0
2016/7/3 1:00,1043.152,619.91,2,6,2
2016/7/3 2:00,1189.768,710.23,0,2,3
2016/7/3 3:00,1342.4779999999998,841.89,2,0,0
2016/7/3 4:00,1529.424,871.6,4,8,1
2016/7/3 5:00,1919.535,846.13,8,14,1
2016/7/3 6:00,2166.261,869.92,4,0,0
2016/7/3 7:00,2468.045,736.68,0,0,0
2016/7/3 8:00,2922.18,590.71,0,0,1
2016/7/3 9:00,3217.442,812.06,0,0,0
2016/7/3 10:00,3361.69,845.89,0,0,0
2016/7/3 11:00,3452.2529999999997,972.43,0,0,0
2016/7/3 12:00,3606.336,1620.65,0,0,0
2016/7/3 13:00,3674.7,1790.85,0,4,0
2016/7/3 14:00,3582.6240000000003,1724.31,2,12,0
2016/7/3 15:00,3579.941,1761.2,14,8,0
2016/7/3 16:00,3574.808,1756.1,8,6,0
2016/7/3 17:00,3586.1,1765.64,2,8,0
2016/7/3 18:00,3461.005,1765.8,0,6,17
2016/7/3 19:00,3460.5820000000003,1901.11,4,4,6
2016/7/3 20:00,3418.473,2284.55,3,2,2
2016/7/3 21:00,3459.89,2429.69,5,6,1
2016/7/3 22:00,3543.454,2607.09,2,4,1
2016/7/3 23:00,3793.2709999999997,2802.04,0,2,5
2016/7/4 0:00,4126.276,2945.46,6,8,0
2016/7/4 1:00,4501.405,3250.2,6,2,1
2016/7/4 2:00,5168.016,3354.13,2,4,17
2016/7/4 3:00,6417.121999999999,3415.4,0,4,14
2016/7/4 4:00,8086.819,3599.75,10,12,12
2016/7/4 5:00,10116.083,3913.1,10,12,24
2016/7/4 6:00,12014.431999999999,4020.83,4,2,1
2016/7/4 7:00,13683.813999999998,4177.57,0,0,5
2016/7/4 8:00,15165.645,4344.79,1,1,5
2016/7/4 9:00,16439.91,4417.2,0,0,6
2016/7/4 10:00,17665.801,4380.88,0,9,7
2016/7/4 11:00,18573.721,4374.79,0,10,5
2016/7/4 12:00,19411.975,4430.47,2,30,2
2016/7/4 13:00,20080.373,4451.38,0,16,1
2016/7/4 14:00,20400.0,4190.21,0,0,1
2016/7/4 15:00,19833.477,4062.7,0,0,1
2016/7/4 16:00,18864.863,3981.21,0,0,1
2016/7/4 17:00,17321.287,3653.72,0,0,2
2016/7/4 18:00,16065.048,3510.54,0,0,2
2016/7/4 19:00,14922.126,3193.73,0,0,4
2016/7/4 20:00,13983.298,3219.82,1,1,9
2016/7/4 21:00,13358.73,3014.32,0,0,10
2016/7/4 22:00,12651.265,2895.72,1,0,0
2016/7/4 23:00,12151.846000000001,2899.53,0,0,0
2016/7/5 0:00,11445.252,2904.6,0,1,0
2016/7/5 1:00,11063.623,2971.89,0,0,0
2016/7/5 2:00,10286.692,3035.59,0,0,0
2016/7/5 3:00,9633.234,3317.99,0,0,1
2016/7/5 4:00,8980.504,3356.79,0,0,0
2016/7/5 5:00,8464.516,3227.22,0,8,9
2016/7/5 6:00,7986.28,3216.06,0,0,3
2016/7/5 7:00,7344.641,3094.48,0,0,3
2016/7/5 8:00,7092.026999999999,3094.65,1,0,0
2016/7/5 9:00,7005.646,3048.61,0,0,1
2016/7/5 10:00,6978.999,2812.4,0,0,0
2016/7/5 11:00,6952.593000000001,2692.47,0,0,0
2016/7/5 12:00,6926.679,2545.06,0,0,3
2016/7/5 13:00,6826.234,2544.09,0,0,1
2016/7/5 14:00,6841.979,2512.89,0,2,0
2016/7/5 15:00,6681.446999999999,2425.53,4,8,0
2016/7/5 16:00,6519.2080000000005,2441.27,6,4,1
2016/7/5 17:00,6357.773,2432.03,0,2,5
2016/7/5 18:00,6199.888000000001,2322.4,0,0,1
2016/7/5 19:00,6111.34,2192.0,0,0,0
2016/7/5 20:00,5897.043000000001,2099.19,0,0,1
2016/7/5 21:00,5631.959,2052.26,0,0,0
2016/7/5 22:00,5499.103,2007.05,0,0,0
2016/7/5 23:00,5368.9980000000005,1908.59,0,0,0
2016/7/6 0:00,5290.4580000000005,1906.37,2,0,0
2016/7/6 1:00,5218.883,1867.45,0,0,0
2016/7/6 2:00,5164.042,1979.42,0,0,0
2016/7/6 3:00,5107.913,1982.94,0,0,0
2016/7/6 4:00,5051.415,2052.2,0,0,0
2016/7/6 5:00,4925.559,2077.04,0,0,0
2016/7/6 6:00,4745.154,2001.19,0,0,0
2016/7/6 7:00,4557.106,1975.91,0,0,0
2016/7/6 8:00,4363.08,1981.96,1,1,0
2016/7/6 9:00,4228.049,1927.81,0,0,0
2016/7/6 10:00,4020.5559999999996,2031.48,0,0,0
2016/7/6 11:00,4008.177,2076.44,0,0,0
2016/7/6 12:00,3902.6929999999998,2110.52,0,0,0
2016/7/6 13:00,3649.4640000000004,2162.72,0,0,0
2016/7/6 14:00,3497.7070000000003,2084.76,0,0,0
2016/7/6 15:00,3414.465,1969.46,0,0,0
2016/7/6 16:00,3407.797,1887.62,0,0,0
2016/7/6 17:00,3270.455,1883.44,0,0,0
2016/7/6 18:00,3224.3340000000003,1698.77,0,0,0
2016/7/6 19:00,3395.1459999999997,1594.3,0,0,0
2016/7/6 20:00,3462.176,1637.45,0,0,0
2016/7/6 21:00,3461.567,1677.53,0,0,0
2016/7/6 22:00,3330.2090000000003,1718.13,0,0,0
2016/7/6 23:00,3263.27,1535.82,0,0,0
2016/7/7 0:00,3253.857,1416.93,0,0,0
2016/7/7 1:00,3056.165,1337.96,0,0,0
2016/7/7 2:00,2924.065,1292.99,0,0,0
2016/7/7 3:00,2792.847,1292.78,0,0,0
2016/7/7 4:00,2792.422,1290.62,0,0,0
2016/7/7 5:00,2661.9590000000003,1290.37,0,0,0
2016/7/7 6:00,2538.778,1288.22,0,0,0
2016/7/7 7:00,2473.899,1243.25,0,0,0
2016/7/7 8:00,2407.719,1141.57,0,0,0
2016/7/7 9:00,2340.116,888.18,0,0,0
2016/7/7 10:00,2206.379,876.3,0,0,0
2016/7/7 11:00,2202.302,999.87,0,0,0
2016/7/7 12:00,2133.104,1021.07,0,0,0
2016/7/7 13:00,2064.0679999999998,1016.06,0,0,0
2016/7/7 14:00,2060.124,1016.29,0,0,0
2016/7/7 15:00,1926.509,1012.9,0,0,0
2016/7/7 16:00,1857.57,1015.94,0,0,0
2016/7/7 17:00,1723.6960000000001,965.2,0,0,0
2016/7/7 18:00,1654.4229999999998,947.27,0,0,0
2016/7/7 19:00,1584.486,912.18,0,0,0
2016/7/7 20:00,1578.9070000000002,949.17,0,0,0
2016/7/7 21:00,1573.339,1006.4,0,0,0
2016/7/7 22:00,1567.6,925.36,0,0,0
2016/7/7 23:00,1561.555,824.46,0,0,0
2016/7/8 0:00,1544.7120000000002,795.95,0,0,0
2016/7/8 1:00,1585.156,797.37,0,0,0
2016/7/8 2:00,1433.505,791.03,0,0,0
2016/7/8 3:00,1486.254,796.0,0,0,0
2016/7/8 4:00,1412.109,751.78,0,0,0
2016/7/8 5:00,1401.1429999999998,734.63,0,0,0
2016/7/8 6:00,1335.546,762.29,0,0,0
2016/7/8 7:00,1277.559,792.13,0,0,0
2016/7/8 8:00,1286.08,792.86,0,0,0
2016/7/8 9:00,1156.34,794.35,0,0,0
2016/7/8 10:00,1153.656,784.8,0,0,0
2016/7/8 11:00,1153.29,752.79,0,0,0
2016/7/8 12:00,1088.526,742.54,0,0,0
2016/7/8 13:00,1023.85,739.07,0,0,0
2016/7/8 14:00,1019.7389999999999,740.09,0,0,0
2016/7/8 15:00,1013.678,742.02,0,0,0
2016/7/8 16:00,941.9110000000001,741.97,0,0,0
2016/7/8 17:00,934.462,741.22,0,0,0
2016/7/8 18:00,927.648,741.74,0,0,0
2016/7/8 19:00,920.6210000000001,745.2,0,0,0
2016/7/8 20:00,913.467,747.4,0,0,0
2016/7/8 21:00,916.567,746.2,0,0,0
2016/7/8 22:00,985.165,670.35,0,0,0
2016/7/8 23:00,999.6310000000001,657.65,0,0,0
2016/7/9 0:00,1153.995,657.9,0,0,0
2016/7/9 1:00,1245.7830000000001,660.04,0,0,0
2016/7/9 2:00,1265.18,659.64,0,0,0
2016/7/9 3:00,1284.2089999999998,660.55,0,0,0
2016/7/9 4:00,1294.468,658.89,0,0,0
2016/7/9 5:00,1286.327,659.93,0,0,0
2016/7/9 6:00,1217.145,660.09,0,0,0
2016/7/9 7:00,1172.945,657.79,0,0,0
2016/7/9 8:00,1138.24,631.76,0,0,0
2016/7/9 9:00,1214.974,628.31,0,0,0
2016/7/9 10:00,1178.423,629.15,0,0,0
2016/7/9 11:00,1203.6989999999998,631.65,0,0,0
2016/7/9 12:00,1165.002,624.35,0,0,0
2016/7/9 13:00,1027.415,597.88,0,0,0
2016/7/9 14:00,1056.0430000000001,595.3,0,0,0
2016/7/9 15:00,973.3860000000001,595.25,0,0,0
2016/7/9 16:00,948.8889999999999,595.65,0,0,0
2016/7/9 17:00,865.904,595.96,6,0,0
2016/7/9 18:00,830.291,595.46,22,0,0
2016/7/9 19:00,986.703,594.78,2,0,0
2016/7/9 20:00,970.6389999999999,596.01,1,0,0
2016/7/9 21:00,1009.941,644.2,0,0,0
2016/7/9 22:00,993.828,645.85,0,0,0
2016/7/9 23:00,995.61,645.95,0,0,0
2016/7/10 0:00,1000.518,648.05,0,0,0
2016/7/10 1:00,951.086,552.59,0,0,0
2016/7/10 2:00,962.673,545.81,0,0,0
2016/7/10 3:00,920.1289999999999,544.91,0,0,0
2016/7/10 4:00,933.1210000000001,544.85,0,0,0
2016/7/10 5:00,934.0089999999999,544.05,0,0,0
2016/7/10 6:00,990.342,543.65,0,0,0
2016/7/10 7:00,990.935,544.05,0,0,0
2016/7/10 8:00,936.1560000000001,545.2,0,0,0
2016/7/10 9:00,881.7230000000001,547.85,0,0,0
2016/7/10 10:00,883.462,548.6,0,0,0
2016/7/10 11:00,884.845,548.55,0,0,0
2016/7/10 12:00,830.668,546.4,0,0,0
2016/7/10 13:00,832.1080000000001,500.05,0,0,0
2016/7/10 14:00,777.86,495.3,0,0,0
2016/7/10 15:00,778.4060000000001,493.2,0,0,0
2016/7/10 16:00,778.553,493.75,0,0,0
2016/7/10 17:00,779.311,490.32,0,0,0
2016/7/10 18:00,725.382,512.5,0,0,0
2016/7/10 19:00,671.472,634.51,0,0,0
2016/7/10 20:00,728.947,635.75,0,0,0
2016/7/10 21:00,730.857,636.39,0,0,0
2016/7/10 22:00,677.227,620.43,0,0,0
2016/7/10 23:00,623.151,495.21,0,0,0
2016/7/11 0:00,623.6,493.93,0,0,0
2016/7/11 1:00,624.126,446.7,0,0,0
